sensor_id,sensor_type,location,lat,lon,timestamp,value_type,value
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:40:03+00:00,temperature,17.2
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P2,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P1,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:45:37+00:00,P0,1
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,humidity,99.9
4977,DHT22,76,-1.261,36.782,2026-05-01T00:45:39+00:00,temperature,17.3
4976,pms5003,76,-1.261,36.782,2026-05-01T00:51:13+00:00,P2,3
4976,pms5003,76,-1.261,36.782,2026-05-01T00:51:13+00:00,P1,3
4976,pms5003,76,-1.261,36.782,2026-05-01T00:51:13+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:51:13+00:00,P2,3
4976,pms5003,76,-1.261,36.782,2026-05-01T00:51:13+00:00,P1,3
4976,pms5003,76,-1.261,36.782,2026-05-01T00:51:13+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:51:13+00:00,P2,3
4976,pms5003,76,-1.261,36.782,2026-05-01T00:51:13+00:00,P1,3
4976,pms5003,76,-1.261,36.782,2026-05-01T00:51:13+00:00,P0,1
4976,pms5003,76,-1.261,36.782,2026-05-01T00:51:13+00:00,P2,3
