location,timestamp,P0,P1,P2,humidity,temperature
76,2026-01-12 16:00:00+00:00,7.65,12.85,11.7,70.1,21.015
76,2026-01-12 17:00:00+00:00,9.85,17.1,15.2,72.28,20.59
76,2026-01-12 18:00:00+00:00,8.571428571428571,14.714285714285714,13.523809523809524,75.03333333333333,20.03333333333333
76,2026-01-12 19:00:00+00:00,11.095238095238095,19.19047619047619,17.571428571428573,77.50952380952381,19.795238095238094
76,2026-01-12 20:00:00+00:00,8.6,16.45,14.45,80.08500000000001,19.47
76,2026-01-12 21:00:00+00:00,7.095238095238095,13.523809523809524,11.238095238095237,82.07619047619048,18.904761904761905
76,2026-01-12 22:00:00+00:00,6.75,13.15,11.25,82.75,18.759999999999998
76,2026-01-12 23:00:00+00:00,8.333333333333334,16.523809523809526,14.142857142857142,83.46190476190476,18.652380952380952
76,2026-01-13 00:00:00+00:00,7.65,15.2,13.1,84.10499999999999,18.375
76,2026-01-13 01:00:00+00:00,9.047619047619047,17.857142857142858,15.571428571428571,86.9857142857143,17.76666666666667
76,2026-01-13 02:00:00+00:00,12.666666666666666,22.38095238095238,20.714285714285715,89.46190476190476,17.071428571428573
76,2026-01-13 03:00:00+00:00,23.352941176470587,39.0,34.35294117647059,90.70625,16.74375
76,2026-01-13 04:00:00+00:00,25.0,43.111111111111114,36.44444444444444,83.66666666666667,17.966666666666665
76,2026-01-13 05:00:00+00:00,13.1,19.6,18.4,58.339999999999996,24.89
76,2026-01-13 06:00:00+00:00,12.0,19.6,17.8,57.2,24.919999999999998
76,2026-01-13 14:00:00+00:00,7.5,14.0,13.0,53.53333333333333,23.333333333333332
76,2026-01-13 15:00:00+00:00,9.133333333333333,14.933333333333334,13.8,56.7875,23.36875
76,2026-01-13 16:00:00+00:00,10.05,16.8,15.5,61.185,22.09
76,2026-01-13 17:00:00+00:00,10.35,17.9,16.25,66.03999999999999,21.275
76,2026-01-13 18:00:00+00:00,8.095238095238095,15.714285714285714,13.857142857142858,73.32857142857144,20.280952380952378
76,2026-01-13 19:00:00+00:00,8.2,15.3,13.45,74.44500000000001,20.23
76,2026-01-13 20:00:00+00:00,9.19047619047619,17.047619047619047,14.619047619047619,77.37142857142857,19.2
76,2026-01-13 21:00:00+00:00,9.1,16.8,14.8,78.63,18.445
76,2026-01-13 22:00:00+00:00,7.55,14.95,13.35,78.935,18.19
76,2026-01-13 23:00:00+00:00,6.75,14.3,12.4,82.13,17.705000000000002
76,2026-01-14 00:00:00+00:00,8.19047619047619,16.0,13.904761904761905,85.68095238095238,16.876190476190477
76,2026-01-14 01:00:00+00:00,10.411764705882353,19.529411764705884,17.11764705882353,87.75882352941177,16.24705882352941
76,2026-01-14 02:00:00+00:00,11.875,19.8125,17.8125,87.3875,15.7375
76,2026-01-14 03:00:00+00:00,13.833333333333334,23.416666666666668,20.416666666666668,85.15833333333333,15.725
76,2026-01-14 04:00:00+00:00,23.153846153846153,39.38461538461539,33.53846153846154,70.75384615384615,20.03846153846154
76,2026-01-14 05:00:00+00:00,9.6,17.3,15.1,39.489999999999995,29.639999999999997
76,2026-01-14 06:00:00+00:00,9.0,14.666666666666666,13.0,35.199999999999996,30.766666666666666
76,2026-01-14 11:00:00+00:00,6.375,10.375,9.75,44.175,27.3375
76,2026-01-14 12:00:00+00:00,4.2,7.3,6.5,38.0,29.49
76,2026-01-14 13:00:00+00:00,5.0,9.181818181818182,7.7272727272727275,36.21818181818182,28.972727272727273
76,2026-01-14 14:00:00+00:00,6.866666666666666,11.933333333333334,10.333333333333334,38.13125,27.3375
76,2026-01-14 15:00:00+00:00,8.142857142857142,13.571428571428571,11.857142857142858,40.79333333333333,23.9
76,2026-01-14 16:00:00+00:00,8.7,14.4,13.05,45.239999999999995,22.39
76,2026-01-14 17:00:00+00:00,11.318181818181818,19.09090909090909,17.09090909090909,47.82272727272727,20.977272727272727
76,2026-01-14 18:00:00+00:00,9.75,17.85,15.4,53.629999999999995,19.744999999999997
76,2026-01-14 19:00:00+00:00,14.3,25.2,22.55,60.665,18.794999999999998
76,2026-01-14 20:00:00+00:00,13.8,24.05,21.35,65.435,18.380000000000003
76,2026-01-14 21:00:00+00:00,12.363636363636363,20.954545454545453,19.59090909090909,68.03181818181818,17.922727272727272
76,2026-01-14 22:00:00+00:00,12.25,23.25,20.2,71.15,17.380000000000003
76,2026-01-14 23:00:00+00:00,10.85,21.7,19.1,73.17999999999999,16.91
76,2026-01-15 00:00:00+00:00,7.95,14.6,12.85,76.28,16.270000000000003
76,2026-01-15 01:00:00+00:00,7.863636363636363,15.772727272727273,13.5,80.48636363636363,15.595454545454546
76,2026-01-15 02:00:00+00:00,12.1,20.45,18.45,83.405,15.194999999999999
76,2026-01-15 03:00:00+00:00,18.58823529411765,29.647058823529413,26.529411764705884,86.02352941176471,14.958823529411765
76,2026-01-15 04:00:00+00:00,19.88235294117647,31.823529411764707,29.0,69.12352941176471,19.50588235294118
76,2026-01-15 05:00:00+00:00,13.7,22.6,20.8,38.58,30.810000000000002
76,2026-01-15 06:00:00+00:00,7.5,13.5,12.5,31.95,34.416666666666664
76,2026-01-15 14:00:00+00:00,4.4,7.6,6.8,40.81666666666667,24.666666666666668
76,2026-01-15 15:00:00+00:00,6.642857142857143,10.928571428571429,9.928571428571429,44.88,24.346666666666668
76,2026-01-15 16:00:00+00:00,8.95,16.15,13.85,50.655,22.91
76,2026-01-15 17:00:00+00:00,11.4,19.9,17.8,56.69,21.445
76,2026-01-15 18:00:00+00:00,11.090909090909092,19.0,17.136363636363637,60.527272727272724,20.34090909090909
